Date,New visitors SEO,New visitors CPC,New visitors Social Media,Return visitors,Twitter mentions,Twitter follower adds,Twitter followers cumulative,Mailing list adds ,Mailing list cumulative,Website Pageviews,Website Visits,Website Unique Visits,Mobile uniques,Tablet uniques,Desktop uniques,Free sign up,Paid conversion,Events
11/18/2016,28183,8807,4110,17615,4,10,5648,12,10694,939441,117430,58715,14679,8807,35229,117430,21137,2016 CPC campaign
11/19/2016,25076,7836,3657,15673,3,15,5663,18,10712,940363,156727,52242,13061,7836,31345,88812,15986,2016 CPC campaign
11/20/2016,30121,9413,4393,18826,5,11,5674,16,10728,941286,188257,62752,15688,9413,37651,131780,25038,2016 CPC campaign
11/21/2016,25126,7852,3664,15703,5,12,5686,15,10743,942208,104690,52345,13086,7852,31407,94221,16960,2016 CPC campaign
11/22/2016,16767,5240,2445,10479,3,10,5696,12,10755,943131,104792,34931,8733,5240,20958,76848,13833,2016 CPC campaign
11/23/2016,25175,7867,3671,15734,3,11,5707,21,10776,944053,157342,52447,13112,7867,31468,94405,16049,2016 CPC campaign
11/24/2016,16800,5250,2450,10500,2,15,5722,12,10788,944976,104997,34999,8750,5250,20999,66498,11305,2016 CPC campaign
11/25/2016,30269,9459,4414,18918,6,12,5734,21,10809,945898,189180,63060,15765,9459,37836,126120,22702,2016 CPC campaign
11/26/2016,21642,6763,3156,13526,2,10,5744,22,10831,946821,135260,45087,11272,6763,27052,94682,17990,2016 CPC campaign
11/27/2016,64988,20309,9477,40618,5,11,5755,13,10844,947743,135392,135392,33848,20309,81235,257245,46304,2016 CPC campaign
11/28/2016,25298,7906,3689,15811,4,10,5765,15,10859,948666,158111,52704,13176,7906,31622,94867,17076,2016 CPC campaign
11/29/2016,65115,20348,9496,40697,5,11,5776,18,10877,949588,135655,135655,33914,20348,81393,257745,46394,2016 CPC campaign
11/30/2016,25347,7921,3696,15842,5,15,5791,24,10901,950511,158418,52806,13202,7921,31684,110893,18852,2016 CPC campaign
12/1/2016,45669,14272,6660,28543,4,10,5801,21,10922,951434,95143,95143,23786,14272,57086,161744,30731,2016 CPC campaign
12/2/2016,50792,15873,7407,31745,3,11,5812,22,10944,952356,105817,105817,26454,15873,63490,222216,37777,2016 CPC campaign
12/3/2016,25421,7944,3707,15888,6,11,5823,16,10960,953279,158880,52960,13240,7944,31776,111216,20019,2016 CPC campaign
12/4/2016,65431,20447,9542,40894,4,10,5833,14,10974,954201,136314,136314,34079,20447,81789,299892,50982,2016 CPC campaign
12/5/2016,16980,5306,2476,10612,6,10,5843,14,10988,955124,106125,35375,8844,5306,21225,70750,12027,2016 CPC campaign
12/6/2016,45890,14341,6692,28681,5,15,5858,22,11010,956046,191209,95605,23901,14341,57363,191209,34418,2016 CPC campaign
12/7/2016,45934,14355,6699,28709,5,11,5869,19,11029,956969,95697,95697,23924,14355,57418,162685,30910,2016 CPC campaign
12/8/2016,25544,7982,3725,15965,4,10,5879,24,11053,957891,106432,53216,13304,7982,31930,106432,18094,2016 CPC campaign
12/9/2016,23012,7191,3356,14382,6,13,5892,19,11072,958814,95881,47941,11985,7191,28764,100675,19128,2016 CPC campaign
12/10/2016,46067,14396,6718,28792,3,13,5905,17,11089,959736,95974,95974,23993,14396,57584,211142,40117,2016 CPC campaign
12/11/2016,17078,5337,2491,10674,6,10,5915,15,11104,960659,106740,35580,8895,5337,21348,71160,12097,2016 CPC campaign
12/12/2016,25642,8013,3739,16026,3,12,5927,18,11122,961581,106842,53421,13355,8013,32053,112184,20193,2016 CPC campaign
12/13/2016,28875,9023,4211,18047,5,14,5941,18,11140,962504,120313,60156,15039,9023,36094,120313,22859,2016 CPC campaign
12/14/2016,33032,10322,4817,20645,5,10,5951,12,11152,963426,137632,68816,17204,10322,41290,116987,21058,2016 CPC campaign
12/15/2016,28930,9041,4219,18082,6,11,5962,23,11175,964349,120544,60272,15068,9041,36163,108489,19528,2016 CPC campaign
12/16/2016,25741,8044,3754,16088,3,10,5972,18,11193,965271,160879,53626,13407,8044,32176,117978,20056,2016 CPC campaign
12/17/2016,77296,24155,11272,48310,6,12,5984,25,11218,966194,161032,161032,40258,24155,96619,289858,52174,2016 CPC campaign
12/18/2016,38685,12089,5642,24178,6,15,5999,21,11239,967117,161186,80593,20148,12089,48356,169245,32157,2016 CPC campaign
12/19/2016,66380,20744,9680,41487,2,10,6009,14,11253,968039,138291,138291,34573,20744,82975,235095,44668,2016 CPC campaign
12/20/2016,93020,29069,13565,58138,6,12,6021,23,11276,968962,193792,193792,48448,29069,116275,368205,69959,2016 CPC campaign
12/21/2016,25864,8082,3772,16165,2,14,6035,22,11298,969884,107765,53882,13471,8082,32329,96988,18428,2016 CPC campaign
12/22/2016,22190,6934,3236,13869,3,15,6050,25,11323,970807,138687,46229,11557,6934,27737,78589,13360,2016 CPC campaign
12/23/2016,25913,8098,3779,16195,4,10,6060,20,11343,971729,161955,53985,13496,8098,32391,113368,21540,2016 CPC campaign
12/24/2016,17292,5404,2522,10807,5,14,6074,25,11368,972652,108072,36024,9006,5404,21614,75651,12861,2016 CPC campaign
12/25/2016,58414,18255,8519,36509,2,13,6087,13,11381,973574,121697,121697,30424,18255,73018,219054,37239,2016 CPC campaign
12/26/2016,66823,20882,9745,41764,2,10,6097,18,11399,974497,139214,139214,34803,20882,83528,264506,44966,2016 CPC campaign
12/27/2016,17341,5419,2529,10838,2,15,6112,23,11422,975419,108380,36127,9032,5419,21676,61415,11669,2016 CPC campaign
12/28/2016,39054,12204,5695,24409,6,10,6122,16,11438,976342,162724,81362,20340,12204,48817,154587,26280,2016 CPC campaign
12/29/2016,52121,16288,7601,32575,3,15,6137,20,11458,977264,108585,108585,27146,16288,65151,184594,31381,2016 CPC campaign
12/30/2016,39127,12227,5706,24455,3,14,6151,16,11474,978187,163031,81516,20379,12227,48909,179334,30487,2016 CPC campaign
12/31/2016,29373,9179,4284,18358,4,15,6166,24,11498,979109,122389,61194,15299,9179,36717,128508,21846,2016 CPC campaign
